
173;Exam, KU2;requests;1566500165.4865396;-1.977132797241211;https://www.imdb.com/search/keyword/?ref_=kw_ref_typ&sort=moviemeter%2Casc&mode=detail&page=2&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc;https://www.imdb.com/search/keyword/?ref_=kw_ref_typ&sort=moviemeter%2Casc&mode=detail&page=2&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc;326060;200;True;
2;Exam;requests;1566545402.868794;-2.0253467559814453;https://www.imdb.com/search/keyword/?ref_=kw_ref_typ&sort=moviemeter%2Casc&mode=detail&page=1&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc;https://www.imdb.com/search/keyword/?ref_=kw_ref_typ&sort=moviemeter%2Casc&mode=detail&page=1&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc;334528;200;True;
3;Exam, KU1;requests;1566545507.0600188;-1.9561142921447754;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=1&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=1&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;364678;200;True;
4;Exam, KU2;requests;1566545510.0669188;-2.381350517272949;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=2&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=2&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;364978;200;True;
5;Exam, KU3;requests;1566545513.409369;-2.4745497703552246;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=3&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=3&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;366107;200;True;
6;Exam, KU4;requests;1566545516.9640036;-1.9625277519226074;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=4&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=4&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;365547;200;True;
7;Exam, KU5;requests;1566545519.8894224;-2.227241039276123;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=5&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=5&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;364532;200;True;
8;Exam, KU6;requests;1566545523.143808;-2.2372608184814453;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=6&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=6&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;364575;200;True;
9;Exam, KU7;requests;1566545526.3344424;-2.150623083114624;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=7&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=7&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;364753;200;True;
10;Exam, KU8;requests;1566545529.5354714;-2.2667150497436523;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=8&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;https://www.imdb.com/search/keyword/?ref_=kw_nxt&mode=detail&page=8&title_type=movie&fbclid=IwAR3AAeVD_whYi1AwPsSGdYsgH8FnupVrBhImRFD__GL3wdHegJwcxrUsfyc&sort=num_votes,desc;364578;200;True;
