station identifier,date,data,observation type,observation value,TMAX_F
ITE00100550,1864-03-07,TMIN,46,E,114.8
ITE00100550,1864-11-18,TMIN,46,E,114.8
ITE00100550,1864-11-22,TMIN,48,E,118.4
ITE00100550,1864-03-12,TMIN,48,E,118.4
ITE00100550,1864-11-13,TMIN,48,E,118.4
ITE00100550,1864-11-20,TMIN,49,E,120.2
ITE00100550,1864-10-07,TMIN,49,E,120.2
ITE00100550,1864-03-05,TMIN,49,E,120.2
ITE00100550,1864-12-30,TMAX,50,E,122.0
ITE00100550,1864-04-16,TMIN,50,E,122.0
ITE00100550,1864-04-22,TMIN,50,E,122.0
ITE00100550,1864-02-23,TMAX,50,E,122.0
ITE00100550,1864-11-11,TMAX,50,E,122.0
ITE00100550,1864-12-22,TMAX,50,E,122.0
ITE00100550,1864-10-05,TMIN,50,E,122.0
ITE00100550,1864-09-21,PRCP,50,E,122.0
ITE00100550,1864-02-03,TMAX,50,E,122.0
ITE00100550,1864-11-07,TMAX,50,E,122.0
ITE00100550,1864-03-24,TMIN,50,E,122.0
ITE00100550,1864-11-19,TMIN,53,E,127.4
ITE00100550,1864-10-08,TMIN,53,E,127.4
ITE00100550,1864-03-26,TMIN,53,E,127.4
ITE00100550,1864-01-26,TMAX,53,E,127.4
ITE00100550,1864-11-15,TMIN,53,E,127.4
ITE00100550,1864-02-04,TMAX,54,E,129.2
ITE00100550,1864-03-06,TMIN,54,E,129.2
ITE00100550,1864-03-22,TMIN,54,E,129.2
ITE00100550,1864-11-25,TMIN,54,E,129.2
ITE00100550,1864-10-10,TMIN,54,E,129.2
ITE00100550,1864-03-25,TMIN,55,E,131.0
ITE00100550,1864-11-13,PRCP,55,E,131.0
ITE00100550,1864-04-23,TMIN,56,E,132.8
ITE00100550,1864-12-04,TMAX,56,E,132.8
ITE00100550,1864-04-15,TMIN,56,E,132.8
ITE00100550,1864-03-23,TMIN,56,E,132.8
ITE00100550,1864-10-12,TMIN,56,E,132.8
ITE00100550,1864-02-03,PRCP,59,E,138.2
ITE00100550,1864-11-08,TMAX,59,E,138.2
ITE00100550,1864-10-11,TMIN,60,E,140.0
ITE00100550,1864-03-27,TMIN,60,E,140.0
ITE00100550,1864-03-15,TMIN,60,E,140.0
ITE00100550,1864-01-29,PRCP,60,E,140.0
ITE00100550,1864-03-16,TMIN,60,E,140.0
ITE00100550,1864-12-10,TMAX,60,E,140.0
ITE00100550,1864-04-18,TMIN,60,E,140.0
ITE00100550,1864-04-06,TMIN,63,E,145.4
ITE00100550,1864-12-21,TMAX,63,E,145.4
ITE00100550,1864-09-29,TMIN,63,E,145.4
ITE00100550,1864-12-28,TMAX,63,E,145.4
ITE00100550,1864-04-07,TMAX,63,E,145.4
ITE00100550,1864-04-13,TMIN,63,E,145.4
ITE00100550,1864-10-16,TMIN,65,E,149.0
ITE00100550,1864-11-05,TMIN,65,E,149.0
ITE00100550,1864-11-27,TMAX,65,E,149.0
ITE00100550,1864-12-09,TMAX,65,E,149.0
ITE00100550,1864-12-03,TMAX,65,E,149.0
ITE00100550,1864-12-11,TMAX,66,E,150.8
ITE00100550,1864-02-25,TMAX,66,E,150.8
ITE00100550,1864-02-28,TMAX,66,E,150.8
ITE00100550,1864-10-13,TMIN,66,E,150.8
ITE00100550,1864-04-17,TMIN,66,E,150.8
ITE00100550,1864-04-02,TMIN,66,E,150.8
ITE00100550,1864-05-07,TMIN,66,E,150.8
ITE00100550,1864-10-17,TMIN,68,E,154.4
ITE00100550,1864-02-26,TMAX,68,E,154.4
ITE00100550,1864-02-29,TMAX,69,E,156.2
ITE00100550,1864-12-15,TMAX,69,E,156.2
ITE00100550,1864-12-27,PRCP,70,E,158.0
ITE00100550,1864-03-29,PRCP,70,E,158.0
ITE00100550,1864-03-30,PRCP,70,E,158.0
ITE00100550,1864-05-10,PRCP,70,E,158.0
ITE00100550,1864-11-12,TMAX,71,E,159.8
ITE00100550,1864-12-29,TMAX,71,E,159.8
ITE00100550,1864-11-23,TMAX,73,E,163.4
ITE00100550,1864-11-03,TMIN,73,E,163.4
ITE00100550,1864-05-05,TMIN,73,E,163.4
ITE00100550,1864-10-19,TMIN,73,E,163.4
ITE00100550,1864-03-10,TMIN,73,E,163.4
ITE00100550,1864-12-02,TMAX,73,E,163.4
ITE00100550,1864-05-27,TMIN,73,E,163.4
ITE00100550,1864-05-28,TMIN,74,E,165.20000000000002
ITE00100550,1864-02-15,TMAX,75,E,167.0
ITE00100550,1864-04-21,TMIN,75,E,167.0
ITE00100550,1864-02-18,TMAX,75,E,167.0
ITE00100550,1864-12-19,TMAX,75,E,167.0
ITE00100550,1864-11-24,TMAX,75,E,167.0
ITE00100550,1864-11-21,TMAX,76,E,168.8
ITE00100550,1864-12-18,TMAX,76,E,168.8
ITE00100550,1864-12-20,TMAX,76,E,168.8
ITE00100550,1864-11-11,PRCP,77,E,170.6
ITE00100550,1864-02-24,TMAX,78,E,172.4
ITE00100550,1864-05-06,TMIN,78,E,172.4
ITE00100550,1864-04-08,TMAX,78,E,172.4
ITE00100550,1864-11-02,TMIN,78,E,172.4
ITE00100550,1864-04-24,TMIN,78,E,172.4
ITE00100550,1864-11-10,TMAX,79,E,174.20000000000002
ITE00100550,1864-03-04,TMAX,79,E,174.20000000000002
ITE00100550,1864-02-08,PRCP,80,E,176.0
ITE00100550,1864-11-16,TMAX,80,E,176.0
ITE00100550,1864-05-13,PRCP,80,E,176.0
ITE00100550,1864-10-25,TMIN,80,E,176.0
ITE00100550,1864-10-18,TMIN,80,E,176.0
ITE00100550,1864-04-05,TMIN,81,E,177.8
ITE00100550,1864-02-16,TMAX,81,E,177.8
ITE00100550,1864-05-02,TMIN,81,E,177.8
ITE00100550,1864-02-27,TMAX,81,E,177.8
ITE00100550,1864-11-06,TMAX,81,E,177.8
ITE00100550,1864-03-28,TMAX,81,E,177.8
ITE00100550,1864-03-30,TMAX,83,E,181.4
ITE00100550,1864-12-16,TMAX,84,E,183.20000000000002
ITE00100550,1864-02-21,TMAX,84,E,183.20000000000002
ITE00100550,1864-11-21,PRCP,85,E,185.0
ITE00100550,1864-10-14,TMIN,85,E,185.0
ITE00100550,1864-02-28,PRCP,85,E,185.0
ITE00100550,1864-09-28,TMIN,85,E,185.0
ITE00100550,1864-12-17,TMAX,85,E,185.0
ITE00100550,1864-04-14,TMIN,85,E,185.0
ITE00100550,1864-04-25,TMIN,85,E,185.0
ITE00100550,1864-03-11,TMIN,85,E,185.0
ITE00100550,1864-04-30,TMIN,85,E,185.0
ITE00100550,1864-11-04,TMIN,85,E,185.0
ITE00100550,1864-11-30,TMAX,88,E,190.4
ITE00100550,1864-04-29,TMIN,88,E,190.4
ITE00100550,1864-03-02,TMAX,88,E,190.4
ITE00100550,1864-04-26,TMIN,88,E,190.4
ITE00100550,1864-10-15,TMIN,88,E,190.4
ITE00100550,1864-11-09,TMAX,88,E,190.4
ITE00100550,1864-03-08,TMIN,88,E,190.4
ITE00100550,1864-10-02,TMIN,88,E,190.4
ITE00100550,1864-03-24,TMAX,89,E,192.20000000000002
ITE00100550,1864-10-03,TMIN,90,E,194.0
ITE00100550,1864-03-05,TMAX,91,E,195.8
ITE00100550,1864-04-27,TMIN,91,E,195.8
ITE00100550,1864-12-01,TMAX,93,E,199.4
ITE00100550,1864-05-01,TMIN,94,E,201.20000000000002
ITE00100550,1864-11-29,TMAX,94,E,201.20000000000002
ITE00100550,1864-08-29,TMIN,94,E,201.20000000000002
ITE00100550,1864-10-28,TMIN,94,E,201.20000000000002
ITE00100550,1864-05-04,TMIN,95,E,203.0
ITE00100550,1864-05-15,PRCP,95,E,203.0
ITE00100550,1864-04-22,TMAX,96,E,204.8
ITE00100550,1864-03-18,TMAX,96,E,204.8
ITE00100550,1864-02-05,PRCP,97,E,206.6
ITE00100550,1864-03-17,TMAX,98,E,208.4
ITE00100550,1864-10-31,TMIN,98,E,208.4
ITE00100550,1864-05-25,TMIN,98,E,208.4
ITE00100550,1864-05-13,TMIN,100,E,212.0
ITE00100550,1864-10-24,TMIN,100,E,212.0
ITE00100550,1864-04-28,TMIN,100,E,212.0
ITE00100550,1864-11-01,TMIN,100,E,212.0
ITE00100550,1864-03-24,PRCP,100,E,212.0
ITE00100550,1864-11-13,TMAX,101,E,213.8
ITE00100550,1864-04-17,TMAX,101,E,213.8
ITE00100550,1864-03-19,TMAX,103,E,217.4
ITE00100550,1864-11-05,TMAX,103,E,217.4
ITE00100550,1864-03-09,TMIN,103,E,217.4
ITE00100550,1864-10-30,TMIN,103,E,217.4
ITE00100550,1864-11-28,TMAX,104,E,219.20000000000002
ITE00100550,1864-02-18,PRCP,105,E,221.0
ITE00100550,1864-10-20,TMIN,106,E,222.8
ITE00100550,1864-11-03,TMAX,106,E,222.8
ITE00100550,1864-05-29,TMIN,106,E,222.8
ITE00100550,1864-05-08,TMIN,106,E,222.8
ITE00100550,1864-03-06,TMAX,108,E,226.4
ITE00100550,1864-03-27,TMAX,108,E,226.4
ITE00100550,1864-03-01,TMAX,109,E,228.20000000000002
ITE00100550,1864-11-22,TMAX,109,E,228.20000000000002
ITE00100550,1864-05-14,TMIN,110,E,230.0
ITE00100550,1864-11-17,TMAX,110,E,230.0
ITE00100550,1864-12-21,PRCP,110,E,230.0
ITE00100550,1864-04-10,TMAX,110,E,230.0
ITE00100550,1864-05-26,TMIN,110,E,230.0
ITE00100550,1864-09-13,PRCP,110,E,230.0
ITE00100550,1864-03-21,TMAX,110,E,230.0
ITE00100550,1864-06-29,TMIN,110,E,230.0
ITE00100550,1864-05-15,TMIN,113,E,235.4
ITE00100550,1864-11-26,TMAX,113,E,235.4
ITE00100550,1864-03-29,TMAX,113,E,235.4
ITE00100550,1864-03-03,TMAX,113,E,235.4
ITE00100550,1864-11-18,TMAX,113,E,235.4
ITE00100550,1864-11-02,TMAX,114,E,237.20000000000002
ITE00100550,1864-02-23,PRCP,115,E,239.0
ITE00100550,1864-11-19,TMAX,115,E,239.0
ITE00100550,1864-05-03,TMIN,116,E,240.8
ITE00100550,1864-08-28,TMIN,116,E,240.8
ITE00100550,1864-11-20,TMAX,118,E,244.4
ITE00100550,1864-10-29,TMIN,118,E,244.4
ITE00100550,1864-10-07,TMAX,119,E,246.20000000000002
ITE00100550,1864-05-30,TMIN,119,E,246.20000000000002
ITE00100550,1864-08-27,TMIN,119,E,246.20000000000002
ITE00100550,1864-09-15,TMIN,119,E,246.20000000000002
ITE00100550,1864-04-29,PRCP,120,E,248.0
ITE00100550,1864-05-28,PRCP,120,E,248.0
ITE00100550,1864-10-01,TMIN,120,E,248.0
ITE00100550,1864-08-11,TMIN,121,E,249.8
ITE00100550,1864-03-15,TMAX,121,E,249.8
ITE00100550,1864-08-12,TMIN,123,E,253.4
ITE00100550,1864-09-21,TMIN,123,E,253.4
ITE00100550,1864-06-28,TMIN,123,E,253.4
ITE00100550,1864-10-22,TMIN,123,E,253.4
ITE00100550,1864-05-12,TMIN,123,E,253.4
ITE00100550,1864-10-05,TMAX,123,E,253.4
ITE00100550,1864-12-14,PRCP,125,E,257.0
ITE00100550,1864-06-11,TMIN,125,E,257.0
ITE00100550,1864-05-16,TMIN,125,E,257.0
ITE00100550,1864-12-29,PRCP,125,E,257.0
ITE00100550,1864-02-25,PRCP,125,E,257.0
ITE00100550,1864-10-26,TMIN,125,E,257.0
ITE00100550,1864-10-06,TMAX,125,E,257.0
ITE00100550,1864-09-30,TMIN,125,E,257.0
ITE00100550,1864-11-25,TMAX,125,E,257.0
ITE00100550,1864-03-20,TMAX,126,E,258.8
ITE00100550,1864-08-30,TMIN,128,E,262.4
ITE00100550,1864-04-09,TMAX,128,E,262.4
ITE00100550,1864-11-04,TMAX,128,E,262.4
ITE00100550,1864-09-27,TMIN,129,E,264.20000000000005
ITE00100550,1864-10-21,TMIN,130,E,266.0
ITE00100550,1864-03-25,TMAX,130,E,266.0
ITE00100550,1864-10-04,TMAX,130,E,266.0
ITE00100550,1864-10-27,TMIN,130,E,266.0
ITE00100550,1864-05-11,TMIN,130,E,266.0
ITE00100550,1864-03-14,TMAX,131,E,267.8
ITE00100550,1864-09-25,TMIN,131,E,267.8
ITE00100550,1864-03-13,TMAX,131,E,267.8
ITE00100550,1864-09-05,TMIN,131,E,267.8
ITE00100550,1864-09-26,TMIN,134,E,273.20000000000005
ITE00100550,1864-08-26,TMIN,134,E,273.20000000000005
ITE00100550,1864-09-24,TMIN,134,E,273.20000000000005
ITE00100550,1864-11-15,TMAX,134,E,273.20000000000005
ITE00100550,1864-09-06,TMIN,135,E,275.0
ITE00100550,1864-03-16,TMAX,135,E,275.0
ITE00100550,1864-05-19,TMIN,135,E,275.0
ITE00100550,1864-05-31,TMIN,136,E,276.8
ITE00100550,1864-03-22,TMAX,138,E,280.4
ITE00100550,1864-08-13,TMIN,138,E,280.4
ITE00100550,1864-06-30,TMIN,138,E,280.4
ITE00100550,1864-04-16,TMAX,138,E,280.4
ITE00100550,1864-09-14,TMIN,138,E,280.4
ITE00100550,1864-09-20,TMIN,138,E,280.4
ITE00100550,1864-06-02,TMIN,138,E,280.4
ITE00100550,1864-08-27,PRCP,140,E,284.0
ITE00100550,1864-05-05,TMAX,140,E,284.0
ITE00100550,1864-03-26,TMAX,140,E,284.0
ITE00100550,1864-08-14,TMIN,140,E,284.0
ITE00100550,1864-06-03,TMIN,140,E,284.0
ITE00100550,1864-05-17,TMIN,141,E,285.8
ITE00100550,1864-05-23,TMIN,141,E,285.8
ITE00100550,1864-09-22,TMIN,143,E,289.40000000000003
ITE00100550,1864-03-07,TMAX,143,E,289.40000000000003
ITE00100550,1864-11-14,TMAX,143,E,289.40000000000003
ITE00100550,1864-05-24,TMIN,143,E,289.40000000000003
ITE00100550,1864-04-06,TMAX,143,E,289.40000000000003
ITE00100550,1864-03-31,TMAX,143,E,289.40000000000003
ITE00100550,1864-10-03,TMAX,144,E,291.2
ITE00100550,1864-05-09,TMIN,144,E,291.2
ITE00100550,1864-05-10,TMIN,145,E,293.0
ITE00100550,1864-10-23,TMIN,145,E,293.0
ITE00100550,1864-11-01,TMAX,146,E,294.8
ITE00100550,1864-10-12,TMAX,146,E,294.8
ITE00100550,1864-05-21,TMIN,146,E,294.8
ITE00100550,1864-04-03,TMAX,148,E,298.40000000000003
ITE00100550,1864-08-31,TMIN,148,E,298.40000000000003
ITE00100550,1864-10-11,TMAX,148,E,298.40000000000003
ITE00100550,1864-10-08,TMAX,150,E,302.0
ITE00100550,1864-03-23,TMAX,150,E,302.0
ITE00100550,1864-10-10,TMAX,150,E,302.0
ITE00100550,1864-05-22,TMIN,150,E,302.0
ITE00100550,1864-04-01,TMAX,150,E,302.0
ITE00100550,1864-09-07,TMIN,150,E,302.0
ITE00100550,1864-04-18,TMAX,151,E,303.8
ITE00100550,1864-09-02,TMIN,153,E,307.40000000000003
ITE00100550,1864-09-04,TMIN,153,E,307.40000000000003
ITE00100550,1864-03-12,TMAX,154,E,309.2
ITE00100550,1864-06-09,TMIN,154,E,309.2
ITE00100550,1864-06-21,TMIN,154,E,309.2
ITE00100550,1864-09-16,TMIN,154,E,309.2
ITE00100550,1864-07-01,TMIN,154,E,309.2
ITE00100550,1864-09-23,TMIN,154,E,309.2
ITE00100550,1864-07-03,TMIN,154,E,309.2
ITE00100550,1864-10-16,TMAX,155,E,311.0
ITE00100550,1864-11-05,PRCP,155,E,311.0
ITE00100550,1864-06-17,TMIN,155,E,311.0
ITE00100550,1864-04-04,TMAX,155,E,311.0
ITE00100550,1864-06-20,TMIN,155,E,311.0
ITE00100550,1864-10-17,TMAX,156,E,312.8
ITE00100550,1864-10-28,TMAX,156,E,312.8
ITE00100550,1864-05-06,TMAX,156,E,312.8
ITE00100550,1864-03-08,TMAX,156,E,312.8
ITE00100550,1864-09-17,TMIN,159,E,318.2
ITE00100550,1864-10-15,TMAX,159,E,318.2
ITE00100550,1864-06-16,TMIN,159,E,318.2
ITE00100550,1864-04-29,TMAX,159,E,318.2
ITE00100550,1864-07-08,TMIN,159,E,318.2
ITE00100550,1864-06-10,TMIN,159,E,318.2
ITE00100550,1864-10-30,TMAX,159,E,318.2
ITE00100550,1864-06-08,TMIN,160,E,320.0
ITE00100550,1864-10-25,TMAX,160,E,320.0
ITE00100550,1864-07-14,PRCP,160,E,320.0
ITE00100550,1864-07-05,TMIN,160,E,320.0
ITE00100550,1864-06-09,PRCP,160,E,320.0
ITE00100550,1864-04-15,TMAX,160,E,320.0
ITE00100550,1864-11-04,PRCP,160,E,320.0
ITE00100550,1864-04-14,TMAX,160,E,320.0
ITE00100550,1864-10-09,TMAX,160,E,320.0
ITE00100550,1864-02-21,PRCP,160,E,320.0
ITE00100550,1864-06-18,TMIN,160,E,320.0
ITE00100550,1864-08-11,PRCP,160,E,320.0
ITE00100550,1864-03-11,TMAX,160,E,320.0
ITE00100550,1864-07-09,TMIN,163,E,325.40000000000003
ITE00100550,1864-08-15,TMIN,163,E,325.40000000000003
ITE00100550,1864-10-24,TMAX,163,E,325.40000000000003
ITE00100550,1864-06-19,TMIN,163,E,325.40000000000003
ITE00100550,1864-09-01,TMIN,163,E,325.40000000000003
ITE00100550,1864-07-16,TMIN,163,E,325.40000000000003
ITE00100550,1864-07-02,TMIN,163,E,325.40000000000003
ITE00100550,1864-08-25,TMIN,165,E,329.0
ITE00100550,1864-05-18,TMIN,165,E,329.0
ITE00100550,1864-06-01,TMIN,165,E,329.0
ITE00100550,1864-06-12,TMIN,165,E,329.0
ITE00100550,1864-09-08,TMIN,165,E,329.0
ITE00100550,1864-06-05,TMIN,165,E,329.0
ITE00100550,1864-04-02,TMAX,165,E,329.0
ITE00100550,1864-06-04,TMIN,165,E,329.0
ITE00100550,1864-04-11,TMAX,165,E,329.0
ITE00100550,1864-09-13,TMIN,165,E,329.0
ITE00100550,1864-09-18,TMIN,166,E,330.8
ITE00100550,1864-07-15,TMIN,166,E,330.8
ITE00100550,1864-06-22,TMIN,166,E,330.8
ITE00100550,1864-04-21,TMAX,168,E,334.40000000000003
ITE00100550,1864-05-20,TMIN,169,E,336.2
ITE00100550,1864-08-19,TMIN,169,E,336.2
ITE00100550,1864-08-16,TMIN,169,E,336.2
ITE00100550,1864-05-04,TMAX,169,E,336.2
ITE00100550,1864-05-13,TMAX,171,E,339.8
ITE00100550,1864-07-07,TMIN,173,E,343.40000000000003
ITE00100550,1864-06-14,TMIN,173,E,343.40000000000003
ITE00100550,1864-10-19,TMAX,173,E,343.40000000000003
ITE00100550,1864-04-23,TMAX,175,E,347.0
ITE00100550,1864-10-31,TMAX,175,E,347.0
ITE00100550,1864-03-10,TMAX,175,E,347.0
ITE00100550,1864-06-26,TMIN,175,E,347.0
ITE00100550,1864-10-18,TMAX,175,E,347.0
ITE00100550,1864-06-15,TMIN,175,E,347.0
ITE00100550,1864-06-27,TMIN,175,E,347.0
ITE00100550,1864-04-19,TMAX,175,E,347.0
ITE00100550,1864-07-25,TMIN,178,E,352.40000000000003
ITE00100550,1864-07-13,TMIN,178,E,352.40000000000003
ITE00100550,1864-07-18,TMIN,178,E,352.40000000000003
ITE00100550,1864-07-06,TMIN,179,E,354.2
ITE00100550,1864-10-29,TMAX,179,E,354.2
ITE00100550,1864-06-23,TMIN,179,E,354.2
ITE00100550,1864-10-13,TMAX,179,E,354.2
ITE00100550,1864-08-23,TMIN,179,E,354.2
ITE00100550,1864-07-19,TMIN,180,E,356.0
ITE00100550,1864-11-03,PRCP,180,E,356.0
ITE00100550,1864-09-09,TMIN,180,E,356.0
ITE00100550,1864-02-12,PRCP,180,E,356.0
ITE00100550,1864-09-28,TMAX,180,E,356.0
ITE00100550,1864-03-09,TMAX,180,E,356.0
ITE00100550,1864-06-07,TMIN,180,E,356.0
ITE00100550,1864-04-20,TMAX,181,E,357.8
ITE00100550,1864-05-11,TMAX,181,E,357.8
ITE00100550,1864-07-20,TMIN,181,E,357.8
ITE00100550,1864-04-05,TMAX,181,E,357.8
ITE00100550,1864-10-14,TMAX,181,E,357.8
ITE00100550,1864-07-11,TMIN,181,E,357.8
ITE00100550,1864-09-21,TMAX,181,E,357.8
ITE00100550,1864-06-25,TMIN,181,E,357.8
ITE00100550,1864-05-27,TMAX,183,E,361.40000000000003
ITE00100550,1864-07-04,TMIN,184,E,363.2
ITE00100550,1864-09-19,TMIN,185,E,365.0
ITE00100550,1864-06-13,TMIN,185,E,365.0
ITE00100550,1864-07-12,TMIN,185,E,365.0
ITE00100550,1864-07-10,TMIN,185,E,365.0
ITE00100550,1864-04-12,TMAX,185,E,365.0
ITE00100550,1864-07-23,TMIN,185,E,365.0
ITE00100550,1864-10-01,TMAX,186,E,366.8
ITE00100550,1864-05-02,TMAX,186,E,366.8
ITE00100550,1864-07-17,TMIN,188,E,370.40000000000003
ITE00100550,1864-08-17,TMIN,188,E,370.40000000000003
ITE00100550,1864-07-28,TMIN,188,E,370.40000000000003
ITE00100550,1864-09-10,TMIN,188,E,370.40000000000003
ITE00100550,1864-07-30,TMIN,188,E,370.40000000000003
ITE00100550,1864-10-21,TMAX,188,E,370.40000000000003
ITE00100550,1864-10-26,TMAX,189,E,372.2
ITE00100550,1864-08-08,TMIN,190,E,374.0
ITE00100550,1864-04-30,TMAX,190,E,374.0
ITE00100550,1864-06-06,TMIN,190,E,374.0
ITE00100550,1864-09-03,TMIN,190,E,374.0
ITE00100550,1864-06-24,TMIN,191,E,375.8
ITE00100550,1864-07-26,TMIN,191,E,375.8
ITE00100550,1864-10-22,TMAX,191,E,375.8
ITE00100550,1864-10-02,TMAX,191,E,375.8
ITE00100550,1864-09-11,TMIN,193,E,379.40000000000003
ITE00100550,1864-07-14,TMIN,193,E,379.40000000000003
ITE00100550,1864-09-27,TMAX,193,E,379.40000000000003
ITE00100550,1864-04-13,TMAX,193,E,379.40000000000003
ITE00100550,1864-08-22,TMIN,193,E,379.40000000000003
ITE00100550,1864-07-31,TMIN,194,E,381.2
ITE00100550,1864-05-07,TMAX,195,E,383.0
ITE00100550,1864-05-14,TMAX,195,E,383.0
ITE00100550,1864-09-29,TMAX,196,E,384.8
ITE00100550,1864-05-12,TMAX,198,E,388.40000000000003
ITE00100550,1864-07-22,TMIN,198,E,388.40000000000003
ITE00100550,1864-09-12,TMIN,200,E,392.0
ITE00100550,1864-07-24,TMIN,200,E,392.0
ITE00100550,1864-07-27,TMIN,200,E,392.0
ITE00100550,1864-07-21,TMIN,200,E,392.0
ITE00100550,1864-07-29,TMIN,200,E,392.0
ITE00100550,1864-08-18,TMIN,200,E,392.0
ITE00100550,1864-09-04,TMAX,201,E,393.8
ITE00100550,1864-11-27,PRCP,202,E,395.6
ITE00100550,1864-05-10,TMAX,203,E,397.40000000000003
ITE00100550,1864-08-04,TMIN,203,E,397.40000000000003
ITE00100550,1864-10-20,TMAX,203,E,397.40000000000003
ITE00100550,1864-08-05,TMIN,203,E,397.40000000000003
ITE00100550,1864-10-27,TMAX,203,E,397.40000000000003
ITE00100550,1864-08-01,TMIN,204,E,399.2
ITE00100550,1864-05-01,TMAX,204,E,399.2
ITE00100550,1864-08-20,TMIN,204,E,399.2
ITE00100550,1864-06-02,TMAX,204,E,399.2
ITE00100550,1864-10-23,TMAX,205,E,401.0
ITE00100550,1864-05-24,TMAX,206,E,402.8
ITE00100550,1864-08-03,TMIN,206,E,402.8
ITE00100550,1864-06-09,TMAX,206,E,402.8
ITE00100550,1864-04-24,TMAX,208,E,406.40000000000003
ITE00100550,1864-09-23,TMAX,209,E,408.2
ITE00100550,1864-09-20,TMAX,209,E,408.2
ITE00100550,1864-05-28,TMAX,209,E,408.2
ITE00100550,1864-08-06,TMIN,210,E,410.0
ITE00100550,1864-08-26,TMAX,210,E,410.0
ITE00100550,1864-05-09,TMAX,210,E,410.0
ITE00100550,1864-05-29,TMAX,211,E,411.8
ITE00100550,1864-12-28,PRCP,212,E,413.6
ITE00100550,1864-06-01,TMAX,213,E,415.40000000000003
ITE00100550,1864-09-22,TMAX,213,E,415.40000000000003
ITE00100550,1864-05-15,TMAX,213,E,415.40000000000003
ITE00100550,1864-08-02,TMIN,215,E,419.0
ITE00100550,1864-08-21,TMIN,219,E,426.2
ITE00100550,1864-06-28,TMAX,221,E,429.8
ITE00100550,1864-08-28,TMAX,221,E,429.8
ITE00100550,1864-09-13,TMAX,221,E,429.8
ITE00100550,1864-08-24,TMIN,221,E,429.8
ITE00100550,1864-05-25,TMAX,223,E,433.40000000000003
ITE00100550,1864-08-07,TMIN,223,E,433.40000000000003
ITE00100550,1864-09-30,TMAX,225,E,437.0
ITE00100550,1864-09-26,TMAX,225,E,437.0
ITE00100550,1864-09-03,TMAX,226,E,438.8
ITE00100550,1864-02-29,PRCP,227,E,440.6
ITE00100550,1864-08-27,TMAX,228,E,442.40000000000003
ITE00100550,1864-08-10,TMIN,228,E,442.40000000000003
ITE00100550,1864-05-22,TMAX,229,E,444.2
ITE00100550,1864-04-28,TMAX,229,E,444.2
ITE00100550,1864-09-15,TMAX,230,E,446.0
ITE00100550,1864-08-09,TMIN,231,E,447.8
ITE00100550,1864-09-05,TMAX,231,E,447.8
ITE00100550,1864-04-25,TMAX,233,E,451.40000000000003
ITE00100550,1864-05-03,TMAX,233,E,451.40000000000003
ITE00100550,1864-05-16,TMAX,233,E,451.40000000000003
ITE00100550,1864-09-14,TMAX,233,E,451.40000000000003
ITE00100550,1864-04-26,TMAX,234,E,453.2
ITE00100550,1864-09-25,TMAX,234,E,453.2
ITE00100550,1864-09-24,TMAX,234,E,453.2
ITE00100550,1864-05-26,TMAX,234,E,453.2
ITE00100550,1864-06-10,TMAX,234,E,453.2
ITE00100550,1864-06-14,TMAX,238,E,460.40000000000003
ITE00100550,1864-05-23,TMAX,238,E,460.40000000000003
ITE00100550,1864-05-31,TMAX,238,E,460.40000000000003
ITE00100550,1864-08-29,TMAX,243,E,469.40000000000003
ITE00100550,1864-03-28,PRCP,243,E,469.40000000000003
ITE00100550,1864-06-29,TMAX,244,E,471.2
ITE00100550,1864-08-30,TMAX,244,E,471.2
ITE00100550,1864-05-17,TMAX,245,E,473.0
ITE00100550,1864-05-18,TMAX,246,E,474.8
ITE00100550,1864-09-16,TMAX,246,E,474.8
ITE00100550,1864-05-30,TMAX,248,E,478.40000000000003
ITE00100550,1864-06-15,TMAX,248,E,478.40000000000003
ITE00100550,1864-09-19,TMAX,249,E,480.2
ITE00100550,1864-08-13,TMAX,250,E,482.0
ITE00100550,1864-08-14,TMAX,250,E,482.0
ITE00100550,1864-04-27,TMAX,251,E,483.8
ITE00100550,1864-07-14,TMAX,254,E,489.2
ITE00100550,1864-09-17,TMAX,254,E,489.2
ITE00100550,1864-07-03,TMAX,255,E,491.0
ITE00100550,1864-07-04,TMAX,259,E,498.2
ITE00100550,1864-06-11,TMAX,260,E,500.0
ITE00100550,1864-04-30,PRCP,260,E,500.0
ITE00100550,1864-05-08,TMAX,260,E,500.0
ITE00100550,1864-06-17,TMAX,261,E,501.8
ITE00100550,1864-08-19,TMAX,263,E,505.40000000000003
ITE00100550,1864-06-25,TMAX,263,E,505.40000000000003
ITE00100550,1864-06-16,TMAX,264,E,507.2
ITE00100550,1864-05-21,TMAX,264,E,507.2
ITE00100550,1864-05-19,TMAX,265,E,509.0
ITE00100550,1864-07-10,TMAX,265,E,509.0
ITE00100550,1864-08-12,TMAX,266,E,510.8
ITE00100550,1864-08-31,TMAX,268,E,514.4000000000001
ITE00100550,1864-09-06,TMAX,268,E,514.4000000000001
ITE00100550,1864-09-12,TMAX,268,E,514.4000000000001
ITE00100550,1864-09-18,TMAX,268,E,514.4000000000001
ITE00100550,1864-05-20,TMAX,270,E,518.0
ITE00100550,1864-06-04,TMAX,270,E,518.0
ITE00100550,1864-06-26,TMAX,271,E,519.8
ITE00100550,1864-07-02,TMAX,271,E,519.8
